VD,PARTICIPANTE,SEXO.GENERO,IDADE,FAIXA.ETARIA,ESCOLARIDADE,REGIAO,INDICE.SOCIO,ORIGEM.PAIS,CONT.FON.PREC,CONT.FON.SEG,TONICIDADE,POSICAO.R,CLASSE.MORFOLOGICA,FREQUENCIA,ESTILO,ITEM.LEXICAL,cont.precedente,ocorrencia,cont.seguinte
tepe,DercyF,feminino,72,3a,superior,periferica,3.4,mista,e,s,atona,medial,adjetivo,0.1,conversacao,comercial, acomodação pra moradia {é , comercial <T> , mesmo né} D1: {(xxx)}... 
tepe,DercyF,feminino,72,3a,superior,periferica,3.4,mista,i,m,tonica,medial,substantivo,0.13,conversacao,firma, gente ia pra essa , firma <T> , ?... de condução... o 
tepe,DercyF,feminino,72,3a,superior,periferica,3.4,mista,o,t,atona,medial,substantivo,0.96,conversacao,português, assim português <T> ... , português <T> , ... alemão... hoje em 
tepe,DercyF,feminino,72,3a,superior,periferica,3.4,mista,o,m,atona,medial,verbo,0.08,conversacao,formei, SESI que eu me , formei <T> , em nutrição e fui 
tepe,DercyF,feminino,72,3a,superior,periferica,3.4,mista,u,k,atona,medial,conj.prep,3.25,conversacao,por, e não sei também , por <T> , que razão... minha mãe... 
tepe,DercyF,feminino,72,3a,superior,periferica,3.4,mista,0,ts,tonica,medial,substantivo,0.59,conversacao,norte, pessoas que são do , norte <T> , são muito educadas... D1: 
retroflexo,DercyF,feminino,72,3a,superior,periferica,3.4,mista,a,s,atona,medial,substantivo,0.01,conversacao,garçons, para os manipuladores cozinheiros... , garçons <R> , ... copeiras... mas o 
tepe,DercyF,feminino,72,3a,superior,periferica,3.4,mista,u,k,atona,medial,conj.prep,3.25,conversacao,por, na região como Previdência... , por <T> , quê?... porque <T> o 
tepe,DercyF,feminino,72,3a,superior,periferica,3.4,mista,u,k,atona,medial,conj.prep,5.98,conversacao,porque, revoltas né? das pessoas , porque <T> , antigamente também devia existir 
retroflexo,DercyF,feminino,72,3a,superior,periferica,3.4,mista,a,dz,tonica,final,substantivo,0.03,conversacao,Ademar, de Barros mas o , Ademar <R> , de Barros era o 
tepe,DercyF,feminino,72,3a,superior,periferica,3.4,mista,0,s,tonica,medial,verbo,0.02,conversacao,torce, é}... mas a gente , torce <T> , pra elas aprenderem porque 
retroflexo,DercyF,feminino,72,3a,superior,periferica,3.4,mista,o,m,atona,medial,verbo,0.02,conversacao,formavam, outro prédio... ali se , formavam <R> , as nutricionistas... e as 
tepe,DercyF,feminino,72,3a,superior,periferica,3.4,mista,o,m,atona,medial,adjetivo,0.51,conversacao,normal, D1: uhum S1: o , normal <T> , eu tenho certeza <H> 
tepe,CicaN,feminino,67,3a,fundamental,central,2.5,mista,a,#,tonica,final,adjetivo,0.52,conversacao,particular, no público escola particular... , <R> <T> , aí depois quando eu 
retroflexo,DercyF,feminino,72,3a,superior,periferica,3.4,mista,0,k,tonica,final,adjetivo,0.26,conversacao,maior, vem com uma roupinha , maior <R> , que eles pensam que 
tepe,DercyF,feminino,72,3a,superior,periferica,3.4,mista,o,m,atona,medial,adjetivo,0.51,conversacao,normal, não mas... sabe? é , normal <T> , né? toda cri/ criança 
tepe,DercyF,feminino,72,3a,superior,periferica,3.4,mista,o,m,atona,medial,adjetivo,0.51,conversacao,normal, científico... não espera aí... , normal <T> , ... clássico e científico... 
tepe,DercyF,feminino,72,3a,superior,periferica,3.4,mista,i,m,atona,medial,substantivo,2.09,conversacao,irmã, era um... imagina a , irmã <T> , dele foi embora pro 
retroflexo,DercyF,feminino,72,3a,superior,periferica,3.4,mista,a,ts,tonica,medial,substantivo,1.34,conversacao,parte, S1: e tem essa , parte <R> , da frente... até eu 
tepe,NairC,feminino,79,3a,superior,central,3.4,interior,a,n,tonica,final,morf.inf,0.38,conversacao,conversar, <A> continuado a conversar , <R> <T> , na língua... comum deles 
tepe,DercyF,feminino,72,3a,superior,periferica,3.4,mista,0,m,tonica,medial,substantivo,0.37,conversacao,forma, no esse de outra , forma <T> , né? D1: uhum S1: 
tepe,DercyF,feminino,72,3a,superior,periferica,3.4,mista,u,k,atona,medial,conj.prep,5.98,conversacao,porque, assaltadas... D1: uhum S1: , porque <T> , é um lugar <A> 
tepe,DercyF,feminino,72,3a,superior,periferica,3.4,mista,u,k,atona,medial,conj.prep,5.98,conversacao,porque, de fazer <A> isso , porque <T> , eu ia nas indústrias... 
tepe,DercyF,feminino,72,3a,superior,periferica,3.4,mista,a,ts,atona,medial,substantivo,0.01,conversacao,artista, {ondas}... vou ser </> , artista <T> , de cinema.... o meu 
tepe,DercyF,feminino,72,3a,superior,periferica,3.4,mista,u,k,atona,medial,conj.prep,5.98,conversacao,porque, para os Estados Unidos , porque <T> , a minha filha mora 
tepe,DercyF,feminino,72,3a,superior,periferica,3.4,mista,e,g,atona,medial,verbo,0.22,conversacao,perguntar, coisa que eu precisaria , perguntar <T> , <A> de novo alguma 
tepe,DercyF,feminino,72,3a,superior,periferica,3.4,mista,e,d,atona,medial,substantivo,0.57,conversacao,Liberdade, morava an/ antigamente na , Liberdade <T> , ... anteriormente <T> na 
tepe,DercyF,feminino,72,3a,superior,periferica,3.4,mista,3,n,tonica,medial,adjetivo,0.01,conversacao,maternos, meus avós eram espanhóis... , maternos <T> , ... e os meus 
tepe,DercyF,feminino,72,3a,superior,periferica,3.4,mista,a,#,tonica,final,substantivo,1.94,conversacao,lugar, <A> me dar <A> , lugar... <T> , senhora... senta aqui senhora... 
tepe,DercyF,feminino,72,3a,superior,periferica,3.4,mista,e,#,tonica,final,morf.inf,0.78,conversacao,ter, tem influência... pode até , ter <T> , ... </> então eu/ 
tepe,DercyF,feminino,72,3a,superior,periferica,3.4,mista,e,d,atona,medial,substantivo,0.57,conversacao,Liberdade, fui na estátua da , Liberdade <T> , D1: uhum S1: só 
tepe,DercyF,feminino,72,3a,superior,periferica,3.4,mista,a,m,atona,medial,substantivo,0.01,conversacao,marmitas, re/ retiravam comidas nas , marmitas <T> , ... que eram os 
tepe,DercyF,feminino,72,3a,superior,periferica,3.4,mista,i,m,tonica,medial,substantivo,0.13,conversacao,firma, <A> não era uma , firma <T> , era só eu D1: 
tepe,DercyF,feminino,72,3a,superior,periferica,3.4,mista,e,s,atona,medial,verbo,0.09,conversacao,percebo, {de outro estado} S1: , {percebo <T> , }... geralmente eu percebo 
tepe,DercyF,feminino,72,3a,superior,periferica,3.4,mista,e,s,atona,medial,adjetivo,0.12,conversacao,terceira, frequento um grupo de , terceira <T> , idade ó... feliz idade 
tepe,DercyF,feminino,72,3a,superior,periferica,3.4,mista,u,k,atona,medial,conj.prep,5.98,conversacao,porque, diz?... se expor... <T> , porque <T> , eu sou operada do 
tepe,DercyF,feminino,72,3a,superior,periferica,3.4,mista,0,t,tonica,medial,substantivo,0.35,conversacao,porta, medo corri fechei a , porta <T> , mas eu estava sozinha 
tepe,DercyF,feminino,72,3a,superior,periferica,3.4,mista,a,#,tonica,final,substantivo,0.03,conversacao,Ademar, casa é jardim <T> , Ademar <T> , D1: ah [hes.] S1: 
tepe,NairC,feminino,79,3a,superior,central,3.4,interior,3,n,tonica,medial,adjetivo,0.04,conversacao,materna, encomendado e minha avó , materna <T> , já chegou com três 
tepe,NairC,feminino,79,3a,superior,central,3.4,interior,o,n,tonica,final,substantivo,0.01,conversacao,gozador, brasileiro com italiano e , gozador <T> , né eu tenho um 
tepe,NairC,feminino,79,3a,superior,central,3.4,interior,u,#,atona,final,conj.prep,3.25,conversacao,por, ultimamente não sei se , por... <T> , por... <T> questão de 
tepe,NairC,feminino,79,3a,superior,central,3.4,interior,a,#,tonica,final,substantivo,0.13,conversacao,celular, <A> um pega o , celular... <T> , e depois reclama que 
tepe,NairC,feminino,79,3a,superior,central,3.4,interior,o,#,tonica,final,substantivo,0.03,conversacao,elevador, se eu estou no , elevador... <T> , entra uma pessoa no 
tepe,NairC,feminino,79,3a,superior,central,3.4,interior,u,k,atona,medial,conj.prep,5.98,conversacao,porque, e partidária <T> né , porque <T> , [risos] D1: [hes] qual 
tepe,NairC,feminino,79,3a,superior,central,3.4,interior,a,t,tonica,final,substantivo,0.13,conversacao,celular, <T> metade do telefone , celular <T> , (es)tava pra fora do 
tepe,NairC,feminino,79,3a,superior,central,3.4,interior,e,s,atona,medial,verbo,0.62,conversacao,percebe, rápido né? você não , percebe <T> , faz assim e pega 
tepe,NairC,feminino,79,3a,superior,central,3.4,interior,u,k,atona,medial,conj.prep,3.25,conversacao,por, tá chamando ladrão? ah , por <T> , quê? porque <T> metade 
tepe,NairC,feminino,79,3a,superior,central,3.4,interior,e,d,atona,medial,substantivo,0.82,conversacao,verdade, com gente daqui na , verdade <T> , só converso <V> / 
tepe,NairC,feminino,79,3a,superior,central,3.4,interior,o,t,atona,medial,verbo,0.03,conversacao,cortou, coisa que muita gente , cortou <T> , [hes] ai que gente 
tepe,NairC,feminino,79,3a,superior,central,3.4,interior,a,ts,tonica,medial,substantivo,1.34,conversacao,parte, <T> da cidade faz , parte <T> , da da vida não 
tepe,NairC,feminino,79,3a,superior,central,3.4,interior,e,m,atona,medial,substantivo,0.07,conversacao,vermelho, todo mundo passava no , vermelho <T> , hoje ninguém passa porque 
tepe,NairC,feminino,79,3a,superior,central,3.4,interior,o,m,atona,medial,verbo,0.12,conversacao,dormir, <A> inclinado né [risos] , dormir <T> , <A> oblíquo né D1: 
retroflexo,NairC,feminino,79,3a,superior,central,3.4,interior,e,s,tonica,medial,substantivo,0.05,conversacao,terça, S1: e ele na , terça <R> , -feira eu não fui 
tepe,NairC,feminino,79,3a,superior,central,3.4,interior,o,n,tonica,final,substantivo,0.03,conversacao,elevador, entra uma pessoa no , elevador <T> , não me diz bom 
tepe,NairC,feminino,79,3a,superior,central,3.4,interior,a,ts,tonica,medial,substantivo,1.34,conversacao,parte, ele falando [hes] essa , parte <T> , de ah ninguém cuida 
tepe,NairC,feminino,79,3a,superior,central,3.4,interior,3,t,tonica,medial,adjetivo,0.72,conversacao,certo, Nova Iorque <V> deu , certo <T> , em Londres deu certo 
tepe,NairC,feminino,79,3a,superior,central,3.4,interior,3,t,tonica,medial,adjetivo,0.72,conversacao,certo, que em Fildélfia deu , certo <T> , em Nova Iorque <V> 
tepe,NairC,feminino,79,3a,superior,central,3.4,interior,e,dz,tonica,medial,adjetivo,0.26,conversacao,verde, hora que ele vira , verde <T> , tem lá oito sete 
tepe,NairC,feminino,79,3a,superior,central,3.4,interior,u,s,atona,medial,conj.prep,3.25,conversacao,por, por <T> semana duas , por <T> , semana porque <A> às 
tepe,NairC,feminino,79,3a,superior,central,3.4,interior,u,k,atona,medial,conj.prep,5.98,conversacao,porque, que se virar <A> , porque <T> , tinha que sobreviver <A> 
tepe,NairC,feminino,79,3a,superior,central,3.4,interior,e,n,tonica,final,morf.inf,0.39,conversacao,dizer, violência... eu não posso , dizer <T> , nada é eu talvez 
tepe,NairC,feminino,79,3a,superior,central,3.4,interior,a,#,tonica,final,substantivo,1.94,conversacao,lugar, que vão pro mesmo , lugar... <T> , usarem o mesmo tipo 
tepe,NairC,feminino,79,3a,superior,central,3.4,interior,0,ts,tonica,medial,substantivo,0.59,conversacao,norte, a o mais do , norte <T> , a gente sabe que 
tepe,NairC,feminino,79,3a,superior,central,3.4,interior,u,k,atona,medial,conj.prep,5.98,conversacao,porque, ah por <T> quê? , porque <T> , metade do telefone celular 
tepe,NairC,feminino,79,3a,superior,central,3.4,interior,a,k,atona,medial,adjetivo,0.01,conversacao,marcado, foi eu tenho tudo , marcado <T> , D1: [xxx] S1: mas 
tepe,NairC,feminino,79,3a,superior,central,3.4,interior,a,m,tonica,final,substantivo,0.13,conversacao,celular, e eu achei o , celular <T> , mas eu perdi <T> 
tepe,NairC,feminino,79,3a,superior,central,3.4,interior,u,k,atona,medial,conj.prep,5.98,conversacao,porque, S1: acho que é , porque <T> , lá não tem condição 
tepe,NairC,feminino,79,3a,superior,central,3.4,interior,u,s,atona,medial,conj.prep,3.25,conversacao,por, vou fazendo uma coisa , por <T> , semana duas por <T> 
tepe,NairC,feminino,79,3a,superior,central,3.4,interior,e,m,atona,medial,adjetivo,0.07,conversacao,vermelho, carro (es)tá aqui (es)tá , vermelho <T> , aí virou verde <T> 
tepe,NairC,feminino,79,3a,superior,central,3.4,interior,u,k,atona,medial,conj.prep,3.25,conversacao,por, pra mim não tem , por <T> , que eu tenho tudo 
tepe,NairC,feminino,79,3a,superior,central,3.4,interior,e,d,atona,medial,substantivo,0.82,conversacao,verdade, (es)tá na rua... na , verdade <T> , eles são doentes mentais 
tepe,NairC,feminino,79,3a,superior,central,3.4,interior,0,k,tonica,medial,substantivo,0.05,conversacao,Iorque, <E> lá de Nova , Iorque... <T> , é que o cinema 
tepe,NairC,feminino,79,3a,superior,central,3.4,interior,3,t,tonica,medial,adjetivo,0.72,conversacao,certo, <T> em Londres deu , certo <T> , é outra coisa é 
tepe,NairC,feminino,79,3a,superior,central,3.4,interior,o,m,atona,medial,substantivo,0.02,conversacao,dormitório, ainda lá é o , dormitório <T> , deles D1: sim S1: 
tepe,NairC,feminino,79,3a,superior,central,3.4,interior,a,ts,tonica,medial,substantivo,1.34,conversacao,parte, e eu faço minha , parte... <T> , eu sei andar <A> 
tepe,NairC,feminino,79,3a,superior,central,3.4,interior,3,t,tonica,medial,adjetivo,0.13,conversacao,aberta, também sim tchê tché , aberta <T> , a pronúncia muito aberta 
tepe,NairC,feminino,79,3a,superior,central,3.4,interior,0,m,tonica,medial,verbo,0.07,conversacao,dorme, nada porque <V> quem , dorme <T> , na rua ainda lá 
tepe,NairC,feminino,79,3a,superior,central,3.4,interior,0,ts,tonica,medial,substantivo,0.59,conversacao,norte, que é mais do , norte <T> , mas aí não dá 
tepe,NairC,feminino,79,3a,superior,central,3.4,interior,e,v,atona,medial,verbo,0.01,conversacao,observando, S1: puxa eu fiquei , observando <T> , como eles são ótimos 
tepe,NairC,feminino,79,3a,superior,central,3.4,interior,o,g,atona,medial,verbo,0.02,conversacao,organizar, uma maneira de se , organizar <T> , <A> de as pessoas 
tepe,NairC,feminino,79,3a,superior,central,3.4,interior,u,k,atona,medial,conj.prep,5.98,conversacao,porque, do A.M. falar... <A> , porque <T> , ele é bem objetivo 
tepe,NairC,feminino,79,3a,superior,central,3.4,interior,3,t,tonica,medial,adjetivo,0.13,conversacao,aberta, <T> a pronúncia muito , aberta <T> , D1: sei tem uma 
tepe,NairC,feminino,79,3a,superior,central,3.4,interior,o,t,atona,medial,adjetivo,0.12,conversacao,Portuguesa, no Museu da Língua , Portuguesa <T> , fiz quatro vezes surrealismo 
retroflexo,NairC,feminino,79,3a,superior,central,3.4,interior,a,ts,atona,medial,verbo,0.01,conversacao,participem, nucleozinho em que todos , participem <R> , então aquilo vai ficar 
tepe,NairC,feminino,79,3a,superior,central,3.4,interior,3,ts,atona,medial,adverbio,0.08,conversacao,certinho, eu posso dizer <A> , certinho <T> , o dia que foi 
tepe,NairC,feminino,79,3a,superior,central,3.4,interior,e,dz,tonica,medial,adjetivo,0.26,conversacao,verde, vermelho <T> aí virou , verde <T> , você chegou já está 
tepe,NairC,feminino,79,3a,superior,central,3.4,interior,3,n,tonica,medial,adjetivo,0.02,conversacao,paterno, avós chegaram... meu avô , paterno <T> , chegou casado já com 
retroflexo,WagnerL,masculino,28,1a,superior,central,3.1,SPcapital,e,dz,atona,medial,adjetivo,0.05,conversacao,perdido, (es)tá perdido... <R> (es)tá , perdido <R> , a gente faz o 
tepe,WagnerL,masculino,28,1a,superior,central,3.1,SPcapital,a,t,atona,medial,substantivo,0.04,conversacao,cartão, D1: nossa S1: um , cartão <T> , aí (vo)cê vai passando 
tepe,WagnerL,masculino,28,1a,superior,central,3.1,SPcapital,u,k,atona,medial,conj.prep,3.25,conversacao,por, é quente... ninguém sabe , por <T> , que... todo mundo lá 
tepe,WagnerL,masculino,28,1a,superior,central,3.1,SPcapital,e,g,atona,medial,substantivo,0.07,conversacao,mergulho, hein? S1: aí fiz , mergulho... <T> , [tosse] tem umas fotos 
tepe,WagnerL,masculino,28,1a,superior,central,3.1,SPcapital,i,m,atona,medial,substantivo,1.06,conversacao,irmão, que praticamente foi meu , irmão <T> , D1: tá que é 
tepe,WagnerL,masculino,28,1a,superior,central,3.1,SPcapital,e,n,atona,medial,substantivo,0.07,conversacao,Fernando, ó eu ia pra , Fernando <T> , de Noronha peguei assim 
tepe,WagnerL,masculino,28,1a,superior,central,3.1,SPcapital,u,ts,atona,medial,verbo,0.05,conversacao,curtir, claro S1: foi pra , curtir <T> , <A> mesmo D1: já 
retroflexo,WagnerL,masculino,28,1a,superior,central,3.1,SPcapital,e,d,atona,medial,verbo,0.17,conversacao,perder, que (vo)cê acabou de , perder <R> , <A> a venda... aí 
retroflexo,WagnerL,masculino,28,1a,superior,central,3.1,SPcapital,e,m,tonica,final,morf.inf,0.78,conversacao,ter, mais um gostaria de , ter <R> , mais um D1: legal 
tepe,WagnerL,masculino,28,1a,superior,central,3.1,SPcapital,o,n,tonica,final,morf.inf,0.04,conversacao,pôr, minha mãe não deixa , pôr <T> , nada ali também né? 
retroflexo,WagnerL,masculino,28,1a,superior,central,3.1,SPcapital,a,k,tonica,final,conj.prep,0.29,conversacao,apesar, aham S1: entendeu? e , apesar <R> , que a última viagem 
tepe,WagnerL,masculino,28,1a,superior,central,3.1,SPcapital,e,g,atona,medial,verbo,0.01,conversacao,mergulha, quente (vo)cê chega assim , mergulha... <T> , e (vo)cê não vê 
tepe,WagnerL,masculino,28,1a,superior,central,3.1,SPcapital,i,m,atona,medial,substantivo,0.42,conversacao,irmãos, ah aqui são os , irmãos... <T> , mesma idade um nasceu 
retroflexo,WagnerL,masculino,28,1a,superior,central,3.1,SPcapital,a,k,tonica,medial,substantivo,0.01,conversacao,matriarca, dias ela faleceu a , matriarca <R> , da família D1: o 
retroflexo,WagnerL,masculino,28,1a,superior,central,3.1,SPcapital,a,n,atona,medial,substantivo,0.09,conversacao,carnaval, uma semana antes de , carnaval <R> , certinho <T> D1: aham 
tepe,WagnerL,masculino,28,1a,superior,central,3.1,SPcapital,o,d,atona,medial,verbo,0.05,conversacao,acordar, me deu trabalho de , acordar <T> , <A> à noite de... 
tepe,WagnerL,masculino,28,1a,superior,central,3.1,SPcapital,e,n,atona,medial,substantivo,0.07,conversacao,Fernando, procurar <A> num... pra , Fernando <T> , de Noronha... aí eu 
retroflexo,WagnerL,masculino,28,1a,superior,central,3.1,SPcapital,a,dz,tonica,final,substantivo,0.02,conversacao,patamar, dar <A> o mesmo , patamar <R> , de vida que eu 
retroflexo,WagnerL,masculino,28,1a,superior,central,3.1,SPcapital,o,v,tonica,final,substantivo,0.11,conversacao,amor, aí eu falei ahn , amor <R> , vamos... pegamos sete dias 
tepe,WagnerL,masculino,28,1a,superior,central,3.1,SPcapital,3,ts,atona,medial,adjetivo,0.08,conversacao,certinho, antes de carnaval <R> , certinho <T> , D1: aham S1: quando 
tepe,WagnerL,masculino,28,1a,superior,central,3.1,SPcapital,e,n,atona,medial,substantivo,0.07,conversacao,Fernando, aí fui ver <A> , Fernando <T> , de Noronha lá só 
tepe,WagnerL,masculino,28,1a,superior,central,3.1,SPcapital,i,m,atona,medial,substantivo,2.09,conversacao,irmã, irmão <T> mais velho , irmã <T> , desse aqui por <V> 
tepe,WagnerL,masculino,28,1a,superior,central,3.1,SPcapital,i,m,atona,medial,substantivo,0.42,conversacao,irmãos, é minha sobrinha... meus , irmãos <T> , minha cunhada minha sobrinha 
tepe,WagnerL,masculino,28,1a,superior,central,3.1,SPcapital,0,n,tonica,final,adjetivo,0.34,conversacao,pior, pode (es)tar <A> muito , pior <T> , não sei D1: sim 
tepe,WagnerL,masculino,28,1a,superior,central,3.1,SPcapital,a,t,atona,medial,substantivo,0.04,conversacao,cartão, <T> (vo)cê tem um , cartão <T> , que aceita tipo na 
